ResponseId,country,hate_definition,translated_hate_definition,translated_hate_definition_cleaned
R_OBZKAMwjS6npAFr,tur,"Fiziksel ya da ruhsal zarar verme kastıyla, bir kişi ya da topluluğun yaşam hakkını elinden alma amacı taşıyan tüm söylemler.","With the intent of physical or mental damage, all discourses that aim to take away the right of life of a person or community.","With the intent of physical or mental damage, all discourses that aim to take away the right of life of a person or community."
R_vv3RvYr5E3CBm3n,tur,Nefret söylemi kendisinin kabul etmediği ve ya karşı çıktığı bir konuda öfkesini belirli bir sınırdan fazla olacak bir şekilde karşısındakine bireysel olarak yansıtmak.,To reflect the anger of hate speech or opposes it to the other person in a way that will be more than a certain limit.,To reflect the anger of hate speech or opposes it to the other person in a way that will be more than a certain limit.
R_86bLujSBfi8OhGx,tur,"bir insanın zarar görmesi hakkında dileklerde bulunmak, ırkı, cinsiyeti gibi durumlardan yargılayıp hakaret etmek.","To make a wish about the damage of a person, to judge and insult situations such as race, gender.","To make a wish about the damage of a person, to judge and insult situations such as race, gender."
R_A5moqxGRloJrkqJ,tur,"Herhangi bir kimse tarafından kullanıcı kişi ya da kişilerin haysiyetine zarar gelecek herhangi bir söylemde bulunmak, kişilerin cinsiyet, din ve ırkı üzerinden taciz, istismar vs. kullanımlar ve kişinin hürriyet ve canıyla tehdit edildiği tüm konu veya durumlar nefret söylemidir.","To make any discourse that will harm the dignity of the user or persons by any person, harassment, abuse, etc. through gender, religion and race of people.Uses and all the issues or situations in which the person is threatened with freedom and life is hate speech.","To make any discourse that will harm the dignity of the user or persons by any person, harassment, abuse, etc. through gender, religion and race of people.Uses and all the issues or situations in which the person is threatened with freedom and life is hate speech."
R_2ceClEjcXtsraE5,tur,"Kişileri, duyguları, düşünceleri, eylemleri, ülkeleri veya kurumları kışkırtıcı aşağılayıcı yada hakaret içerikli söylemleri","People, emotions, thoughts, actions, countries or institutions provocatively humiliating or insulting discourses","People, emotions, thoughts, actions, countries or institutions provocatively humiliating or insulting discourses"
R_81bgf63F6JRsW7n,tur,"Küfür, Hakaret, Irkçılık, Cinsiyetçilik, Dinlere yönelik saldırganlık, Tehdit, Taciz, Azınlıklara yönelik saldırganlıklar, baskı vb.","Blasphemy, insult, racism, sexism, aggression, threats, harassment, aggression for minorities, pressure and so on.","Blasphemy, insult, racism, sexism, aggression, threats, harassment, aggression for minorities, pressure and so on."
R_pGedcUQnom5HcU9,tur,"Doğaya, hayvan(lar)a, insana ya da her türden insan topluluğuna açıkça zarar vermeye yönelik plan yapan, organize olma ve eyleme geçme potansiyeli açık olan kişi ve grupların açıklamalarını ve iletişimini nefret söylemi olarak değerlendiriyorum.","I consider the explanations and communication of people and groups who make a plan to openly harm nature, animal (s), human or any kind of human community of all kinds of people, who have the potential to organize and take action as hate speech.","I consider the explanations and communication of people and groups who make a plan to openly harm nature, animal (s), human or any kind of human community of all kinds of people, who have the potential to organize and take action as hate speech."
R_upHJXjcqWMv3S9z,tur,Herkesin kendine özgü fikri var ve başka bir insanın bu fikre katılmaması ve kendince çürütmeye çalışması normal. Ama söylem kişiliğe ve fikre hakaret etmek olmamalı. Tehdit ve şiddet içermemeli.,"Everyone has their own idea, and it is normal for another person not to participate in this idea and try to refute it in his own way.But the discourse should not be insulting personality and idea.It should not contain threats and violence.","Everyone has their own idea, and it is normal for another person not to participate in this idea and try to refute it in his own way.But the discourse should not be insulting personality and idea.It should not contain threats and violence."
R_2QnPc6wbuNQOv2Y,tur,Kisinin ailesine .ırkina.dini inancina veya inançsızlığına. Cinsel terciğine yaplilan hakaretler.nefret söylemidir.,To the person of the person.Insults made to sexual translation.,To the person of the person.Insults made to sexual translation.
R_1IMpFgVLqhZlTns,tur,"Nefret söylemi, birisini incitebilecek herhangi bir sözdür. Ancak kesinlikle söylenen söz ne kadar ağır olduğu önemli olmaksızın, söyleyen kişi devlet tarafından cezalandırılmamalıdır. (Hapis, para cezası vb.)","Hate speech is any promise that can hurt someone.However, it should not be punished by the state without significant how heavy the word is said.(Imprisonment, fine, etc.)","Hate speech is any promise that can hurt someone.However, it should not be punished by the state without significant how heavy the word is said.(Imprisonment, fine, etc.)"
R_2Sejce21HOjWyzE,tur,"İnsanları inanç, dil ve cinsiyet kimlikleri üzerinden ötekileştirerek yapılan her hakarete nefret söylemi olarak değerlendiririm ...","I consider people as hate speech for every insult made by marginalizing people through faith, language and gender identities ...","I consider people as hate speech for every insult made by marginalizing people through faith, language and gender identities ..."
R_cFRccyjM6gUATnP,bra,Ofensivo às pessoas,Offensive to people,Offensive to people
R_3Kw2nkrMsTWKm6f,bra,Palavras muito mais racistas ou homofóbicas do que as usadas nas perguntas do teste.,Much more racist or homophobic words than those used in the test questions.,Much more racist or homophobic words than those used in the test questions.
R_1l6LumZRdUZl7Rf,bra,"O que suscita ódio contra alguém ou grupo, que suscita discriminaçào","Which raises hatred against someone or group, which raises discrimination","Which raises hatred against someone or group, which raises discrimination"
R_AvuyuhA6117JyV3,bra,"Discurso de ódio é obque ""atenta"" contra a secufidade e liberdade do outro....","Hate Speech is observed ""attentive"" against the secondness and freedom of the other ....","Hate Speech is observed ""attentive"" against the secondness and freedom of the other ...."
R_2fxKKR8ikDkZc9I,bra,"Discursos que estimulem preconceito e violência, ou que agridam uma pessoa ou grupo.","Discourses that stimulate prejudice and violence, or who do a person or group.","Discourses that stimulate prejudice and violence, or who do a person or group."
R_2UWag5ajbgHct2u,bra,"Falhar meu sobre algo, sem insultar e sem criticar construtivamente","Fail mine about something, without insulting and without constructively criticizing","Fail mine about something, without insulting and without constructively criticizing"
R_2XpntZFrjgwnyFc,bra,"Ideias ou msg ofensivas, dirigidas a grupos ou parte deles,de carater discriminatório.","Offensive ideas or MSG, directed to groups or part of them, of discriminatory character.","Offensive ideas or MSG, directed to groups or part of them, of discriminatory character."
R_WvqwW3RWXJ0xxN7,bra,Tudo que vai contra a existência de um grupo de pessoas excluídas sistematicamente da sociedade,Everything that goes against the existence of a group of people systematically excluded from society,Everything that goes against the existence of a group of people systematically excluded from society
R_eY68zC1ci7TdW3T,bra,Ataque radical a opinião,Radical Attack The Opinion,Radical Attack The Opinion
R_1rfAyw2WPEzAws6,bra,"Algo sem empatia...
Sem compreensão...
Falta de humanidade...
Sem caridade!!!","Something without empathy ...
Without understanding ...
Lack of humanity ...
No charity !!!",Something without empathy ... Without understanding ... Lack of humanity ... No charity !!!
R_26fhIRMnniVORqQ,bra,Todo discurso que ofende. É possível expor sua opinião sem ofender ninguém.,Every speech that offends.It is possible to expose your opinion without offending anyone.,Every speech that offends.It is possible to expose your opinion without offending anyone.
R_3FKXHkxdPoPwPMl,bra,Doutrina contra um determinado grupo.,Doctrine against a particular group.,Doctrine against a particular group.
R_3ixmZowuHd1ERsD,bra,"Discurso contra grupo específico, com objetivo de silenciamento, exclusão ou eliminação.","Speech against specific group, with the purpose of silencing, exclusion or elimination.","Speech against specific group, with the purpose of silencing, exclusion or elimination."
R_2zT6Qt74FUpcKJc,bra,É todo aquele que ofende e pode levar algum tipo de crime.,It is everyone who offends and can take some kind of crime.,It is everyone who offends and can take some kind of crime.
R_1eE3iAYEBrxcmAb,bra,Ferir profundamente direitos e liberdades fundamentais.,Deeply hurt fundamental rights and freedoms.,Deeply hurt fundamental rights and freedoms.
R_3QXUPKFXObt09ba,bra,Manifestação e influência de ódio direcionado ou tendencioso,Manifestation and influence of directed or biased hatred,Manifestation and influence of directed or biased hatred
R_3J9LllmrEC4wOgZ,bra,Discurso que incita diretamente a violência contra uma pessoa ou grupo de pessoas,Discourse that directly incites violence against a person or group of people,Discourse that directly incites violence against a person or group of people
R_vk127RBHPhAlPsR,bra,Discurso de ódio é quando o discurso tem elementos de exclusão/extermínio de algum grupo ou povo.,Hate speech is when speech has elements of exclusion/extermination of some group or people.,Hate speech is when speech has elements of exclusion/extermination of some group or people.
R_27Qn5mvZxpPMXmU,bra,"Alguma opinião ou comentário ao intuito de atacar algum grupo, independente ao tipo de grupo.","Some opinion or comment to attack any group, regardless of the group type.","Some opinion or comment to attack any group, regardless of the group type."
R_2EbjuRpfOO3tlcB,bra,Seriam discursos que incentivam crimes contra a vida ou a patrimônios.,They would be speeches that encourage crimes against life or assets.,They would be speeches that encourage crimes against life or assets.
