ResponseId,country,hate_definition,hate_definition_cleaned
R_3fORJWH4dxMzuAN,usa,"When a person calls another person online that they dont even know a racist, just because they didnt like that persons opinion to an article or situation. I personally read the Comments as their opinion which the last i knew we were allowed to have.","When a person calls another person online that they dont even know a racist, just because they didnt like that persons opinion to an article or situation. I personally read the Comments as their opinion which the last i knew we were allowed to have."
R_pgUUxVBpTO56YLf,usa,Direct attacks against groups and individuals that do indicate a desire for that group or individual to be harmed.,Direct attacks against groups and individuals that do indicate a desire for that group or individual to be harmed.
R_3s7w41vCu7cgLE8,usa,"Hate speech is a very broad term that continues to get broader. I don’t think the problem is “hate speech”. I think the problem is people are looking for reasons to victimize themselves and others, and they don’t know when to just walk away.","Hate speech is a very broad term that continues to get broader. I don’t think the problem is “hate speech”. I think the problem is people are looking for reasons to victimize themselves and others, and they don’t know when to just walk away."
R_r9MUNhu3JossIlr,usa,"I'm not sure how I would define it, but it would need to include some form of credible threat to a person or group. The example of a person saying people like you should be exterminated is clearly hateful, but doesn't really do more than express someone's opinion. I could just ignore them and no harm would come to me.","I'm not sure how I would define it, but it would need to include some form of credible threat to a person or group. The example of a person saying people like you should be exterminated is clearly hateful, but doesn't really do more than express someone's opinion. I could just ignore them and no harm would come to me."
R_1M54MNGZ8Ja2KO8,usa,"Hate speech is not a platform for two people to disagree ,and have a conversation.. hate speech is only one sided..","Hate speech is not a platform for two people to disagree ,and have a conversation.. hate speech is only one sided.."
R_0rEoyhfQwdv0DLP,usa,"I cannot define hate speech. To me, the examples you gave in the previous section were ""opinions"" only. They did, at times, reveal a person's uneducated or hateful viewpoint which is an expession of free speech. 

","I cannot define hate speech. To me, the examples you gave in the previous section were ""opinions"" only. They did, at times, reveal a person's uneducated or hateful viewpoint which is an expession of free speech.   "
R_2f0pY4RgJRvtbI1,usa,"A personalized, physical threat of violence that has a high probability of being followed through with.","A personalized, physical threat of violence that has a high probability of being followed through with."
R_22n2mZFltBYJYps,usa,"There is no such thing as hate speech.  Any person could say someone's speech is ""hateful"" or is defined as hate speech.  Since it can mean anything to anyone and is a creation of people who get offended by others speech it needs to be ignored.  We live in a society country that was built on the sharing of ideas and words freely.  You either believe in all free speech or none at all.","There is no such thing as hate speech.  Any person could say someone's speech is ""hateful"" or is defined as hate speech.  Since it can mean anything to anyone and is a creation of people who get offended by others speech it needs to be ignored.  We live in a society country that was built on the sharing of ideas and words freely.  You either believe in all free speech or none at all."
R_3NWnsTe8dM5x2WQ,usa,Hate speech seems to not be defined. Currently it appears to be when someone says something a person disagrees with. When I grew up there was no such thing. I don’t really define it. I do not give someone power over me to hate them.,Hate speech seems to not be defined. Currently it appears to be when someone says something a person disagrees with. When I grew up there was no such thing. I don’t really define it. I do not give someone power over me to hate them.
R_2B40CYy5HdYCXR3,usa,"Hate speech targets a group of people, threatening them or invalidating their negative experiences while trying to maintain the systems that cause such negative experiences.","Hate speech targets a group of people, threatening them or invalidating their negative experiences while trying to maintain the systems that cause such negative experiences."
R_5tM8hsiti6nUhGx,usa,"Direct threats, such as “I will kill you and your family”. Just because someone doesn’t like something does not make it hate speech.","Direct threats, such as “I will kill you and your family”. Just because someone doesn’t like something does not make it hate speech."
R_UneUi5EC8jQk3G9,usa,"It's objective and can't be defined.  What I say could be construed by someone else as hurtful even if it wasn't, and how fair is that to censor me, or get me fired because someone else can't handle 'words'?
It's not.  If there really is free speech, let there be free speech.  I'm not a dem or repub, the govt has no rights in limiting what i say.  These media platforms have been censoring all political parties that are NOT progressive democrats, and anything anyone says against them is immediately thought of as hate speech and thus censored.  You mention Elon Musk, why is it bad that he takes over a company and opens it up to free speech?","It's objective and can't be defined.  What I say could be construed by someone else as hurtful even if it wasn't, and how fair is that to censor me, or get me fired because someone else can't handle 'words'? It's not.  If there really is free speech, let there be free speech.  I'm not a dem or repub, the govt has no rights in limiting what i say.  These media platforms have been censoring all political parties that are NOT progressive democrats, and anything anyone says against them is immediately thought of as hate speech and thus censored.  You mention Elon Musk, why is it bad that he takes over a company and opens it up to free speech?"
R_OkwZdgA2F5tnXfX,usa,"In a society as divided as ours, it's almost impossible to define. What seems like fair comment to me may be hate speech to someone else.","In a society as divided as ours, it's almost impossible to define. What seems like fair comment to me may be hate speech to someone else."
R_TdwvoOSVXasasUh,usa,"When hateful rhetoric ,or threats of violence are used.that which people know in their hearts are lies","When hateful rhetoric ,or threats of violence are used.that which people know in their hearts are lies"
R_eW0kjNOcHVnMKOt,usa,"The question is;  Why is there hate? Did something happen in their lives to make them this way?   Most people have this, I do, but in todays mildness’s following. If they see it on the internet it must be so.","The question is;  Why is there hate? Did something happen in their lives to make them this way?   Most people have this, I do, but in todays mildness’s following. If they see it on the internet it must be so."
R_2tbTKK5FNoQxoY5,usa,"Hate speech is anything said or done that segregates another person or group into an inferior category, which often is treatened and sometimes leads to violence. The common good of humanity requires everyone to act respectably toward one another; societies can collapse back into tribal cultures, lead by the strongest families with the most wealth. The freedoms we enjoy are a gift from our ancestors, whom worked together for the greater common good of all.","Hate speech is anything said or done that segregates another person or group into an inferior category, which often is treatened and sometimes leads to violence. The common good of humanity requires everyone to act respectably toward one another; societies can collapse back into tribal cultures, lead by the strongest families with the most wealth. The freedoms we enjoy are a gift from our ancestors, whom worked together for the greater common good of all."
